id,type,condition,question,gold_answer,generation,prediction,C_P_W,strict_correct,lenient_correct,notes
5abe3dc65542993f32c2a0c4,bridge,o3_oracle_block_output_unaligned,"SWX Right Now airs on the station that broadcasts on what channel in Billings, Montana?",8," <answer>SWX Right Now airs on channel 11 in Billings, Montana.</answer>","SWX Right Now airs on channel 11 in Billings, Montana.",,,,
5a7da0de5542990b8f5039d7,comparison,o1_oracle_attention_output,"Who was born earlier, Robert Mulligan or James Foley?",Robert Patrick Mulligan, Robert Mulligan was born earlier than James Foley.,Robert Mulligan was born earlier than James Foley.,,,,
5a7da0de5542990b8f5039d7,comparison,o2_oracle_post_attention_state,"Who was born earlier, Robert Mulligan or James Foley?",Robert Patrick Mulligan," <answer>Robert Mulligan was born earlier than James Foley. Robert Mulligan was born on August 23, 1925, while James","Robert Mulligan was born earlier than James Foley. Robert Mulligan was born on August 23, 1925, while James",,,,
5a7da0de5542990b8f5039d7,comparison,o3_oracle_block_output,"Who was born earlier, Robert Mulligan or James Foley?",Robert Patrick Mulligan," <answer>Robert Mulligan was born earlier than James Foley. Robert Mulligan was born on August 23, 1925, while James","Robert Mulligan was born earlier than James Foley. Robert Mulligan was born on August 23, 1925, while James",,,,
5a7da0de5542990b8f5039d7,comparison,o3_oracle_block_output_unaligned,"Who was born earlier, Robert Mulligan or James Foley?",Robert Patrick Mulligan," <answer>Robert Mulligan was born earlier than James Foley. Robert Mulligan was born on August 23, 1925, while James","Robert Mulligan was born earlier than James Foley. Robert Mulligan was born on August 23, 1925, while James",,,,
5ac3e0ab554299204fd21eae,bridge,o1_oracle_attention_output,What drummer stared along side a former president of the screen actors guild in a 2005 film?,Brad Wilk, Brad Wilk.,Brad Wilk.,,,,
5ac3e0ab554299204fd21eae,bridge,o2_oracle_post_attention_state,What drummer stared along side a former president of the screen actors guild in a 2005 film?,Brad Wilk, Brad Wilk.,Brad Wilk.,,,,
5ac3e0ab554299204fd21eae,bridge,o3_oracle_block_output,What drummer stared along side a former president of the screen actors guild in a 2005 film?,Brad Wilk, Brad Wilk.,Brad Wilk.,,,,
5ac3e0ab554299204fd21eae,bridge,o3_oracle_block_output_unaligned,What drummer stared along side a former president of the screen actors guild in a 2005 film?,Brad Wilk, Brad Wilk.,Brad Wilk.,,,,
5adc6f6255429947ff173961,comparison,o1_oracle_attention_output,"Which plant genus is part of a family with a longer name, Morning glory or Rothmannia?",Morning glory, Rothmannia,Rothmannia,,,,
5adc6f6255429947ff173961,comparison,o2_oracle_post_attention_state,"Which plant genus is part of a family with a longer name, Morning glory or Rothmannia?",Morning glory, Rothmannia,Rothmannia,,,,
5adc6f6255429947ff173961,comparison,o3_oracle_block_output,"Which plant genus is part of a family with a longer name, Morning glory or Rothmannia?",Morning glory, Rothmannia,Rothmannia,,,,
5adc6f6255429947ff173961,comparison,o3_oracle_block_output_unaligned,"Which plant genus is part of a family with a longer name, Morning glory or Rothmannia?",Morning glory, Rothmannia,Rothmannia,,,,
5a793ea55542994bb9456fce,comparison,o1_oracle_attention_output,"Which magazine was first published earlier, The Chronicle of Philanthropy or Skeptic?",The Chronicle of Philanthropy, The Chronicle of Philanthropy was first published earlier. FINAL: <answer>,The Chronicle of Philanthropy was first published earlier. FINAL:,,,,
5a793ea55542994bb9456fce,comparison,o2_oracle_post_attention_state,"Which magazine was first published earlier, The Chronicle of Philanthropy or Skeptic?",The Chronicle of Philanthropy," <answer>The Chronicle of Philanthropy was first published earlier, as it was founded in 1988, while Skeptic was first published in ","The Chronicle of Philanthropy was first published earlier, as it was founded in 1988, while Skeptic was first published in",,,,
5a793ea55542994bb9456fce,comparison,o3_oracle_block_output,"Which magazine was first published earlier, The Chronicle of Philanthropy or Skeptic?",The Chronicle of Philanthropy," <answer>The Chronicle of Philanthropy was first published earlier, as it was founded in 1988, while Skeptic was first published in ","The Chronicle of Philanthropy was first published earlier, as it was founded in 1988, while Skeptic was first published in",,,,
5a793ea55542994bb9456fce,comparison,o3_oracle_block_output_unaligned,"Which magazine was first published earlier, The Chronicle of Philanthropy or Skeptic?",The Chronicle of Philanthropy," <answer>The Chronicle of Philanthropy was first published earlier, as it was founded in 1988, while Skeptic was first published in ","The Chronicle of Philanthropy was first published earlier, as it was founded in 1988, while Skeptic was first published in",,,,
5a7f3361554299306751369a,comparison,o1_oracle_attention_output,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin," Christopher Robin has more writers.Splash has two writers, while Christopher Robin has three writers. FINAL: Christopher Robin.",Christopher Robin.,,,,
5a7f3361554299306751369a,comparison,o2_oracle_post_attention_state,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin," Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab","Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab",,,,
5a7f3361554299306751369a,comparison,o3_oracle_block_output,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin," Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab","Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab",,,,
5a7f3361554299306751369a,comparison,o3_oracle_block_output_unaligned,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin," Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab","Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab",,,,
5a835e215542992ef85e2296,comparison,o1_oracle_attention_output,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus""", Pine.,Pine.,,,,
5a835e215542992ef85e2296,comparison,o2_oracle_post_attention_state,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus"""," <answer> Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species","Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species",,,,
5a835e215542992ef85e2296,comparison,o3_oracle_block_output,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus"""," <answer> Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species","Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species",,,,
5a835e215542992ef85e2296,comparison,o3_oracle_block_output_unaligned,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus"""," <answer> Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species","Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species",,,,
5a77b6325542997042120af7,comparison,o1_oracle_attention_output,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey," Bobcat Goldthwait was born first. Maurice Elvey was born on November 11, 1887, while Bobcat Goldthwait","Bobcat Goldthwait was born first. Maurice Elvey was born on November 11, 1887, while Bobcat Goldthwait",,,,
5a77b6325542997042120af7,comparison,o2_oracle_post_attention_state,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey," <answer>Bobcat Goldthwait was born first. FINAL: <answer>Bobcat Goldthwait was born on May 26, 1","Bobcat Goldthwait was born on May 26, 1",,,,
5a77b6325542997042120af7,comparison,o3_oracle_block_output,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey," <answer>Bobcat Goldthwait was born first. FINAL: <answer>Bobcat Goldthwait was born on May 26, 1","Bobcat Goldthwait was born on May 26, 1",,,,
5a77b6325542997042120af7,comparison,o3_oracle_block_output_unaligned,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey," <answer>Bobcat Goldthwait was born first. FINAL: <answer>Bobcat Goldthwait was born on May 26, 1","Bobcat Goldthwait was born on May 26, 1",,,,
5a8fd9ac5542990a98493570,comparison,o1_oracle_attention_output,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier. FINAL: <answer>One Magic Christmas</answer>.,One Magic Christmas.,,,,
5a8fd9ac5542990a98493570,comparison,o2_oracle_post_attention_state,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier than Muppet Treasure Island. FINAL: <answer>,One Magic Christmas was released earlier than Muppet Treasure Island. FINAL:,,,,
5a8fd9ac5542990a98493570,comparison,o3_oracle_block_output,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier than Muppet Treasure Island. FINAL: <answer>,One Magic Christmas was released earlier than Muppet Treasure Island. FINAL:,,,,
5a8fd9ac5542990a98493570,comparison,o3_oracle_block_output_unaligned,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier than Muppet Treasure Island. FINAL: <answer>,One Magic Christmas was released earlier than Muppet Treasure Island. FINAL:,,,,
5a84b8555542991dd0999db2,bridge,o1_oracle_attention_output,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, American.,American.,,,,
5a84b8555542991dd0999db2,bridge,o2_oracle_post_attention_state,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, <answer> American.,American.,,,,
5a84b8555542991dd0999db2,bridge,o3_oracle_block_output,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, <answer> American.,American.,,,,
5a84b8555542991dd0999db2,bridge,o3_oracle_block_output_unaligned,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, <answer> American.,American.,,,,
5ab9dbc2554299232ef4a224,comparison,o1_oracle_attention_output,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz, Micky Dolenz,Micky Dolenz,,,,
5ab9dbc2554299232ef4a224,comparison,o2_oracle_post_attention_state,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz," <answer> Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The","Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The",,,,
5ab9dbc2554299232ef4a224,comparison,o3_oracle_block_output,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz," <answer> Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The","Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The",,,,
5ab9dbc2554299232ef4a224,comparison,o3_oracle_block_output_unaligned,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz," <answer> Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The","Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The",,,,
5a8341c255429954d2e2ec6e,bridge,o1_oracle_attention_output,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", <answer> Hershey.,Hershey.,,,,
5a8341c255429954d2e2ec6e,bridge,o2_oracle_post_attention_state,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", <answer>Hershey</answer>,Hershey,,,,
5a8341c255429954d2e2ec6e,bridge,o3_oracle_block_output,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", <answer>Hershey</answer>,Hershey,,,,
5a8341c255429954d2e2ec6e,bridge,o3_oracle_block_output_unaligned,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", <answer>Hershey</answer>,Hershey,,,,
5a8a521d5542992d82986f15,bridge,o1_oracle_attention_output,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey," Mads Bødker plays for the Danish national team, which is controlled by Danmarks Ishockey Union.  
FINAL: Danmarks Ishockey Union.",Danmarks Ishockey Union.,,,,
5a8a521d5542992d82986f15,bridge,o2_oracle_post_attention_state,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey, <answer>Danmarks Ishockey Union</answer>,Danmarks Ishockey Union,,,,
5a8a521d5542992d82986f15,bridge,o3_oracle_block_output,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey, <answer>Danmarks Ishockey Union</answer>,Danmarks Ishockey Union,,,,
5a8a521d5542992d82986f15,bridge,o3_oracle_block_output_unaligned,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey, <answer>Danmarks Ishockey Union</answer>,Danmarks Ishockey Union,,,,
5a79093955429974737f794b,comparison,o1_oracle_attention_output,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor," Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and died in 2023, while Michel But","Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and died in 2023, while Michel But",,,,
5a79093955429974737f794b,comparison,o2_oracle_post_attention_state,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor," <answer> Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor","Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor",,,,
5a79093955429974737f794b,comparison,o3_oracle_block_output,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor," <answer> Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor","Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor",,,,
5a79093955429974737f794b,comparison,o3_oracle_block_output_unaligned,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor," <answer> Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor","Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor",,,,
5a90605d5542995651fb514d,bridge,o1_oracle_attention_output,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," The members of the Detroit-based hip hop duo who has worked with Jason Gilbert are Royce da 5'9"" and Eminem. FINAL: <answer",<answer,,,,
5a90605d5542995651fb514d,bridge,o2_oracle_post_attention_state,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," <answer> Royce da 5'9"" and Eminem</answer>","Royce da 5'9"" and Eminem",,,,
5a90605d5542995651fb514d,bridge,o3_oracle_block_output,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," <answer> Royce da 5'9"" and Eminem</answer>","Royce da 5'9"" and Eminem",,,,
5a90605d5542995651fb514d,bridge,o3_oracle_block_output_unaligned,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," <answer> Royce da 5'9"" and Eminem</answer>","Royce da 5'9"" and Eminem",,,,
5a8b544855429950cd6afcae,comparison,o1_oracle_attention_output,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears, The Country Bears was released first. FINAL: <answer>,The Country Bears was released first. FINAL:,,,,
5a8b544855429950cd6afcae,comparison,o2_oracle_post_attention_state,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears," <answer>The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.","The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.",,,,
5a8b544855429950cd6afcae,comparison,o3_oracle_block_output,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears," <answer>The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.","The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.",,,,
5a8b544855429950cd6afcae,comparison,o3_oracle_block_output_unaligned,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears," <answer>The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.","The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.",,,,
5adf3a0d5542992d7e9f92e8,bridge,o1_oracle_attention_output,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, <answer>Doña Ana County</answer>,Doña Ana County,,,,
5adf3a0d5542992d7e9f92e8,bridge,o2_oracle_post_attention_state,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, <answer>Doña Ana County</answer>,Doña Ana County,,,,
5adf3a0d5542992d7e9f92e8,bridge,o3_oracle_block_output,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, <answer>Doña Ana County</answer>,Doña Ana County,,,,
5adf3a0d5542992d7e9f92e8,bridge,o3_oracle_block_output_unaligned,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, <answer>Doña Ana County</answer>,Doña Ana County,,,,
5abc550e554299700f9d7870,comparison,o1_oracle_attention_output,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no," <answer>Yes, both Lochner v. New York and Cooley v. Board of Wardens are Supreme Court cases that deal with labor laws. Loch","Yes, both Lochner v. New York and Cooley v. Board of Wardens are Supreme Court cases that deal with labor laws. Loch",,,,
5abc550e554299700f9d7870,comparison,o2_oracle_post_attention_state,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no," <answer> No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not","No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not",,,,
5abc550e554299700f9d7870,comparison,o3_oracle_block_output,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no," <answer> No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not","No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not",,,,
5abc550e554299700f9d7870,comparison,o3_oracle_block_output_unaligned,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no," <answer> No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not","No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not",,,,
5ab5a3fb5542997d4ad1f19b,bridge,o1_oracle_attention_output,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Jacob Zuma FINAL: <answer> Jacob Zuma </answer>,Jacob Zuma,,,,
5ab5a3fb5542997d4ad1f19b,bridge,o2_oracle_post_attention_state,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Jacob Zuma FINAL: <answer> Jacob Zuma </answer>,Jacob Zuma,,,,
5ab5a3fb5542997d4ad1f19b,bridge,o3_oracle_block_output,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Jacob Zuma FINAL: <answer> Jacob Zuma </answer>,Jacob Zuma,,,,
5ab5a3fb5542997d4ad1f19b,bridge,o3_oracle_block_output_unaligned,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Jacob Zuma FINAL: <answer> Jacob Zuma </answer>,Jacob Zuma,,,,
5a8c7623554299653c1aa07a,bridge,o1_oracle_attention_output,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, <answer>2012</answer>,2012,,,,
5a8c7623554299653c1aa07a,bridge,o2_oracle_post_attention_state,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, <answer>2012</answer>,2012,,,,
5a8c7623554299653c1aa07a,bridge,o3_oracle_block_output,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, <answer>2012</answer>,2012,,,,
5a8c7623554299653c1aa07a,bridge,o3_oracle_block_output_unaligned,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, <answer>2012</answer>,2012,,,,
5a869e845542991e7718166f,bridge,o1_oracle_attention_output,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".","Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,,
5a869e845542991e7718166f,bridge,o2_oracle_post_attention_state,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," <answer> Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".","Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,,
5a869e845542991e7718166f,bridge,o3_oracle_block_output,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," <answer> Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".","Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,,
5a869e845542991e7718166f,bridge,o3_oracle_block_output_unaligned,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," <answer> Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".","Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,,
5a7354e35542994cef4bc55b,bridge,o1_oracle_attention_output,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, <answer>Code#02</answer>,Code#02,,,,
5a7354e35542994cef4bc55b,bridge,o2_oracle_post_attention_state,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, <answer>Code#02 Pretty Pretty</answer>,Code#02 Pretty Pretty,,,,
5a7354e35542994cef4bc55b,bridge,o3_oracle_block_output,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, <answer>Code#02 Pretty Pretty</answer>,Code#02 Pretty Pretty,,,,
5a7354e35542994cef4bc55b,bridge,o3_oracle_block_output_unaligned,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, <answer>Code#02 Pretty Pretty</answer>,Code#02 Pretty Pretty,,,,
5ab2da99554299194fa93544,bridge,o1_oracle_attention_output,Who aided the Colorado forces in the Uruguayan war?,Argentina, The Colorado forces in the Uruguayan war were aided by Argentina. FINAL: <answer>Argentina</answer>,Argentina,,,,
5ab2da99554299194fa93544,bridge,o2_oracle_post_attention_state,Who aided the Colorado forces in the Uruguayan war?,Argentina, <answer> Argentina aided the Colorado forces in the Uruguayan war.,Argentina aided the Colorado forces in the Uruguayan war.,,,,
5ab2da99554299194fa93544,bridge,o3_oracle_block_output,Who aided the Colorado forces in the Uruguayan war?,Argentina, <answer> Argentina aided the Colorado forces in the Uruguayan war.,Argentina aided the Colorado forces in the Uruguayan war.,,,,
5ab2da99554299194fa93544,bridge,o3_oracle_block_output_unaligned,Who aided the Colorado forces in the Uruguayan war?,Argentina, <answer> Argentina aided the Colorado forces in the Uruguayan war.,Argentina aided the Colorado forces in the Uruguayan war.,,,,
5a736f7c5542991f29ee2e18,bridge,o1_oracle_attention_output,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation, The Cherokee Nation.,The Cherokee Nation.,,,,
5a736f7c5542991f29ee2e18,bridge,o2_oracle_post_attention_state,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation," <answer>The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</","The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</",,,,
5a736f7c5542991f29ee2e18,bridge,o3_oracle_block_output,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation," <answer>The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</","The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</",,,,
5a736f7c5542991f29ee2e18,bridge,o3_oracle_block_output_unaligned,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation," <answer>The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</","The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</",,,,
5ae058e855429945ae959331,comparison,o1_oracle_attention_output,Are  Chrysalis and Look both women's magazines?,yes," <answer>Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's issues, and","Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's issues, and",,,,
5ae058e855429945ae959331,comparison,o2_oracle_post_attention_state,Are  Chrysalis and Look both women's magazines?,yes," <answer> Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and","Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and",,,,
5ae058e855429945ae959331,comparison,o3_oracle_block_output,Are  Chrysalis and Look both women's magazines?,yes," <answer> Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and","Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and",,,,
5ae058e855429945ae959331,comparison,o3_oracle_block_output_unaligned,Are  Chrysalis and Look both women's magazines?,yes," <answer> Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and","Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and",,,,
5abdcad155429965af743e4d,comparison,o1_oracle_attention_output,which has more acts Pagliacci or Suor Angelica?,Pagliacci," Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL: Pagli",Pagli,,,,
5abdcad155429965af743e4d,comparison,o2_oracle_post_attention_state,which has more acts Pagliacci or Suor Angelica?,Pagliacci," <answer> Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL","Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL",,,,
5abdcad155429965af743e4d,comparison,o3_oracle_block_output,which has more acts Pagliacci or Suor Angelica?,Pagliacci," <answer> Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL","Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL",,,,
5abdcad155429965af743e4d,comparison,o3_oracle_block_output_unaligned,which has more acts Pagliacci or Suor Angelica?,Pagliacci," <answer> Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL","Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL",,,,
5a87954f5542996e4f308856,comparison,o1_oracle_attention_output,"Which genus has more species, Bactris and Epigaea?",Bactris," Bactris has more species than Epigaea.  
FINAL: <answer>",Bactris has more species than Epigaea.,,,,
5a87954f5542996e4f308856,comparison,o2_oracle_post_attention_state,"Which genus has more species, Bactris and Epigaea?",Bactris, <answer>Bactris has more species than Epigaea.</answer>,Bactris has more species than Epigaea.,,,,
5a87954f5542996e4f308856,comparison,o3_oracle_block_output,"Which genus has more species, Bactris and Epigaea?",Bactris, <answer>Bactris has more species than Epigaea.</answer>,Bactris has more species than Epigaea.,,,,
5a87954f5542996e4f308856,comparison,o3_oracle_block_output_unaligned,"Which genus has more species, Bactris and Epigaea?",Bactris, <answer>Bactris has more species than Epigaea.</answer>,Bactris has more species than Epigaea.,,,,
