id,condition,question,gold_answer,generation,C_P_W,strict_correct,lenient_correct
5a793ea55542994bb9456fce,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which magazine was first published earlier, The Chronicle of Philanthropy or Skeptic?",The Chronicle of Philanthropy, Skeptic,,,
5a7f3361554299306751369a,question_only,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin, Christopher Robin has more writers.,,,
5a7f3361554299306751369a,reader_off,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin, Christopher Robin has more writers.,,,
5a7f3361554299306751369a,full_evidence_text,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin," Christopher Robin has more writers as it was written by Tom McCarthy, Alex Ross Perry, and Allison Schroeder, while Splash was written by Lowell Ganz and Bab",,,
5a7f3361554299306751369a,qwen3_4b_qconditioned_native_reader_c,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin, Christopher Robin,,,
5a7f3361554299306751369a,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin, Christopher Robin,,,
5a835e215542992ef85e2296,question_only,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus""", Butea,,,
5a835e215542992ef85e2296,reader_off,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus""", Butea,,,
5a835e215542992ef85e2296,full_evidence_text,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus"""," <answer> Pine has the greater number of species, with 126 accepted species names, compared to Butea, which has fewer than five species",,,
5a835e215542992ef85e2296,qwen3_4b_qconditioned_native_reader_c,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus""", Pinus,,,
5a835e215542992ef85e2296,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Between Pine and Butea, which genus has the greatest number of species?","""Pinus""", Butea,,,
5a77b6325542997042120af7,question_only,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey, Maurice Elvey was born first.,,,
5a77b6325542997042120af7,reader_off,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey, Maurice Elvey was born first.,,,
5a77b6325542997042120af7,full_evidence_text,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey," <answer>Bobcat Goldthwait was born first. FINAL: <answer>Bobcat Goldthwait was born on May 26, 1",,,
5a77b6325542997042120af7,qwen3_4b_qconditioned_native_reader_c,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey, Maurice Elvey,,,
5a77b6325542997042120af7,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey, Bobcat Goldthwait,,,
5a8fd9ac5542990a98493570,question_only,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier.,,,
5a8fd9ac5542990a98493570,reader_off,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier.,,,
5a8fd9ac5542990a98493570,full_evidence_text,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas was released earlier than Muppet Treasure Island. FINAL: <answer>,,,
5a8fd9ac5542990a98493570,qwen3_4b_qconditioned_native_reader_c,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, One Magic Christmas,,,
5a8fd9ac5542990a98493570,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas, Muppet Treasure Island,,,
5a84b8555542991dd0999db2,question_only,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, American.,,,
5a84b8555542991dd0999db2,reader_off,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, American.,,,
5a84b8555542991dd0999db2,full_evidence_text,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, <answer> American.,,,
5a84b8555542991dd0999db2,qwen3_4b_qconditioned_native_reader_c,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, American,,,
5a84b8555542991dd0999db2,qwen3_4b_qconditioned_hard_shuffled_reader_c,The casino owner who was focused on the documentary Nobody Speak: Trials of the Free Press focuses belongs to which nationality? ,American, American,,,
5ab9dbc2554299232ef4a224,question_only,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz, Micky Dolenz,,,
5ab9dbc2554299232ef4a224,reader_off,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz, Micky Dolenz,,,
5ab9dbc2554299232ef4a224,full_evidence_text,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz," <answer> Jesse James Dupree's band, Jackyl, has more letters in its name than Micky Dolenz's band, the Monkees. The",,,
5ab9dbc2554299232ef4a224,qwen3_4b_qconditioned_native_reader_c,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz, Jesse James Dupree,,,
5ab9dbc2554299232ef4a224,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which musician's band contains more letters in it's name, Micky Dolenz or Jesse James Dupree?",George Michael Dolenz, Micky Dolenz,,,
5a8341c255429954d2e2ec6e,question_only,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", Rochester.,,,
5a8341c255429954d2e2ec6e,reader_off,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", Rochester.,,,
5a8341c255429954d2e2ec6e,full_evidence_text,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", <answer>Hershey</answer>,,,
5a8341c255429954d2e2ec6e,qwen3_4b_qconditioned_native_reader_c,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania"," Hershey, Pennsylvania",,,
5a8341c255429954d2e2ec6e,qwen3_4b_qconditioned_hard_shuffled_reader_c,Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,"Hershey, Pennsylvania", Kaunas,,,
5a8a521d5542992d82986f15,question_only,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey," Mads Bødker plays for the Danish national team, which is controlled by Danmarks Ishockey Union.",,,
5a8a521d5542992d82986f15,reader_off,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey," Mads Bødker plays for the Danish national team, which is controlled by Danmarks Ishockey Union.",,,
5a8a521d5542992d82986f15,full_evidence_text,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey, <answer>Danmarks Ishockey Union</answer>,,,
5a8a521d5542992d82986f15,qwen3_4b_qconditioned_native_reader_c,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey, Denmark national team,,,
5a8a521d5542992d82986f15,qwen3_4b_qconditioned_hard_shuffled_reader_c,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,Denmark men's national ice hockey, Aalborg Havn,,,
5a79093955429974737f794b,question_only,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor, Ann-Marie MacDonald.,,,
5a79093955429974737f794b,reader_off,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor, Ann-Marie MacDonald.,,,
5a79093955429974737f794b,full_evidence_text,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor," <answer> Michel Butor had a longer lifespan. Ann-Marie MacDonald was born in 1958 and is still alive, while Michel Butor",,,
5a79093955429974737f794b,qwen3_4b_qconditioned_native_reader_c,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor, Michel Butor,,,
5a79093955429974737f794b,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor, Michel Butor,,,
5a90605d5542995651fb514d,question_only,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," The members of the Detroit-based hip hop duo who has worked with Jason Gilbert are DJ Premier and J Dilla. However, it's important to note that J",,,
5a90605d5542995651fb514d,reader_off,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," The members of the Detroit-based hip hop duo who has worked with Jason Gilbert are DJ Premier and J Dilla. However, it's important to note that J",,,
5a90605d5542995651fb514d,full_evidence_text,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," <answer> Royce da 5'9"" and Eminem</answer>",,,
5a90605d5542995651fb514d,qwen3_4b_qconditioned_native_reader_c,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)"," Royce da 5'9"" and Mike ""Cub"" Royce",,,
5a90605d5542995651fb514d,qwen3_4b_qconditioned_hard_shuffled_reader_c,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)", R&B and Rhythm,,,
5a8b544855429950cd6afcae,question_only,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears, The Wild was released first.,,,
5a8b544855429950cd6afcae,reader_off,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears, The Wild was released first.,,,
5a8b544855429950cd6afcae,full_evidence_text,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears," <answer>The Country Bears was released first, as it was released in 2002, while The Wild was released in 2006.",,,
5a8b544855429950cd6afcae,qwen3_4b_qconditioned_native_reader_c,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears, The Country Bears,,,
5a8b544855429950cd6afcae,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which animated film was released first, The Country Bears or The Wild?",The Country Bears, The Wild,,,
5adf3a0d5542992d7e9f92e8,question_only,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, Bernalillo County.,,,
5adf3a0d5542992d7e9f92e8,reader_off,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, Bernalillo County.,,,
5adf3a0d5542992d7e9f92e8,full_evidence_text,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, <answer>Doña Ana County</answer>,,,
5adf3a0d5542992d7e9f92e8,qwen3_4b_qconditioned_native_reader_c,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, Doña Ana County,,,
5adf3a0d5542992d7e9f92e8,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana, Bernalillo,,,
5abc550e554299700f9d7870,question_only,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no, Yes.,,,
5abc550e554299700f9d7870,reader_off,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no, Yes.,,,
5abc550e554299700f9d7870,full_evidence_text,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no," <answer> No. Lochner v. New York is a Supreme Court case dealing with labor laws, while Cooley v. Board of Wardens is not",,,
5abc550e554299700f9d7870,qwen3_4b_qconditioned_native_reader_c,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no, yes,,,
5abc550e554299700f9d7870,qwen3_4b_qconditioned_hard_shuffled_reader_c,Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,no, no,,,
5ab5a3fb5542997d4ad1f19b,question_only,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Nelson Mandela.,,,
5ab5a3fb5542997d4ad1f19b,reader_off,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Nelson Mandela.,,,
5ab5a3fb5542997d4ad1f19b,full_evidence_text,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Jacob Zuma FINAL: <answer> Jacob Zuma </answer>,,,
5ab5a3fb5542997d4ad1f19b,qwen3_4b_qconditioned_native_reader_c,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma, Jacob Zuma,,,
5ab5a3fb5542997d4ad1f19b,qwen3_4b_qconditioned_hard_shuffled_reader_c,Which South African politician won the indirect presidential election with 277 votes?,Jacob Gedleyihlekisa Zuma," Jacob Gabriel ""Gab"" Gabriel (1937–2017)",,,
5a8c7623554299653c1aa07a,question_only,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, 2010.,,,
5a8c7623554299653c1aa07a,reader_off,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, 2010.,,,
5a8c7623554299653c1aa07a,full_evidence_text,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, <answer>2012</answer>,,,
5a8c7623554299653c1aa07a,qwen3_4b_qconditioned_native_reader_c,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, 2008,,,
5a8c7623554299653c1aa07a,qwen3_4b_qconditioned_hard_shuffled_reader_c,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012, 2009,,,
5a869e845542991e7718166f,question_only,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," Lee Jin-ki left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,
5a869e845542991e7718166f,reader_off,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," Lee Jin-ki left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,
5a869e845542991e7718166f,full_evidence_text,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park," <answer> Jay Park left the South Korean music group 2PM before the release of the group's DVD called ""Take Off"".",,,
5a869e845542991e7718166f,qwen3_4b_qconditioned_native_reader_c,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park, Jay Park,,,
5a869e845542991e7718166f,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?",Jay Park, Lee Seung-woo,,,
5a7354e35542994cef4bc55b,question_only,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, Code#02,,,
5a7354e35542994cef4bc55b,reader_off,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, Code#02,,,
5a7354e35542994cef4bc55b,full_evidence_text,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, <answer>Code#02 Pretty Pretty</answer>,,,
5a7354e35542994cef4bc55b,qwen3_4b_qconditioned_native_reader_c,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, Code#02,,,
5a7354e35542994cef4bc55b,qwen3_4b_qconditioned_hard_shuffled_reader_c,What is the name of second extended play by the artists of the mini-abum Code#01?,Code#02 Pretty Pretty, Code:02,,,
5ab2da99554299194fa93544,question_only,Who aided the Colorado forces in the Uruguayan war?,Argentina, The Colorado forces in the Uruguayan war were aided by Brazil.,,,
5ab2da99554299194fa93544,reader_off,Who aided the Colorado forces in the Uruguayan war?,Argentina, The Colorado forces in the Uruguayan war were aided by Brazil.,,,
5ab2da99554299194fa93544,full_evidence_text,Who aided the Colorado forces in the Uruguayan war?,Argentina, <answer> Argentina aided the Colorado forces in the Uruguayan war.,,,
5ab2da99554299194fa93544,qwen3_4b_qconditioned_native_reader_c,Who aided the Colorado forces in the Uruguayan war?,Argentina, Brazil,,,
5ab2da99554299194fa93544,qwen3_4b_qconditioned_hard_shuffled_reader_c,Who aided the Colorado forces in the Uruguayan war?,Argentina, Otto von Bismarck,,,
5a736f7c5542991f29ee2e18,question_only,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation, The Cherokee Nation.,,,
5a736f7c5542991f29ee2e18,reader_off,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation, The Cherokee Nation.,,,
5a736f7c5542991f29ee2e18,full_evidence_text,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation," <answer>The Cherokee Nation (1794–1907) signed its constitution in Oklahoma on September 6, 1839.</",,,
5a736f7c5542991f29ee2e18,qwen3_4b_qconditioned_native_reader_c,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation, Cherokee Nation,,,
5a736f7c5542991f29ee2e18,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation, Creek Nation,,,
5ae058e855429945ae959331,question_only,Are  Chrysalis and Look both women's magazines?,yes," Yes, both Chrysalis and Look are women's magazines.",,,
5ae058e855429945ae959331,reader_off,Are  Chrysalis and Look both women's magazines?,yes," Yes, both Chrysalis and Look are women's magazines.",,,
5ae058e855429945ae959331,full_evidence_text,Are  Chrysalis and Look both women's magazines?,yes," <answer> Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication focused on women's culture, and",,,
5ae058e855429945ae959331,qwen3_4b_qconditioned_native_reader_c,Are  Chrysalis and Look both women's magazines?,yes, yes,,,
5ae058e855429945ae959331,qwen3_4b_qconditioned_hard_shuffled_reader_c,Are  Chrysalis and Look both women's magazines?,yes, no,,,
5abdcad155429965af743e4d,question_only,which has more acts Pagliacci or Suor Angelica?,Pagliacci, Pagliacci has more acts than Suor Angelica.,,,
5abdcad155429965af743e4d,reader_off,which has more acts Pagliacci or Suor Angelica?,Pagliacci, Pagliacci has more acts than Suor Angelica.,,,
5abdcad155429965af743e4d,full_evidence_text,which has more acts Pagliacci or Suor Angelica?,Pagliacci," <answer> Pagliacci has more acts than Suor Angelica. Pagliacci has two acts, while Suor Angelica has one act. FINAL",,,
5abdcad155429965af743e4d,qwen3_4b_qconditioned_native_reader_c,which has more acts Pagliacci or Suor Angelica?,Pagliacci, Suor Angelica,,,
5abdcad155429965af743e4d,qwen3_4b_qconditioned_hard_shuffled_reader_c,which has more acts Pagliacci or Suor Angelica?,Pagliacci, 1,,,
5a87954f5542996e4f308856,question_only,"Which genus has more species, Bactris and Epigaea?",Bactris, Bactris has more species.,,,
5a87954f5542996e4f308856,reader_off,"Which genus has more species, Bactris and Epigaea?",Bactris, Bactris has more species.,,,
5a87954f5542996e4f308856,full_evidence_text,"Which genus has more species, Bactris and Epigaea?",Bactris, <answer>Bactris has more species than Epigaea.</answer>,,,
5a87954f5542996e4f308856,qwen3_4b_qconditioned_native_reader_c,"Which genus has more species, Bactris and Epigaea?",Bactris, Bactris,,,
5a87954f5542996e4f308856,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which genus has more species, Bactris and Epigaea?",Bactris, Bactris,,,
5a8bde565542995d1e6f1454,question_only,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport, Grand Forks International Airport is closer to the town of Grand Forks.,,,
5a8bde565542995d1e6f1454,reader_off,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport, Grand Forks International Airport is closer to the town of Grand Forks.,,,
5a8bde565542995d1e6f1454,full_evidence_text,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport," Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of",,,
5a8bde565542995d1e6f1454,qwen3_4b_qconditioned_native_reader_c,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport, Grand Forks International Airport,,,
5a8bde565542995d1e6f1454,qwen3_4b_qconditioned_hard_shuffled_reader_c,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport, Grand Forks International Airport,,,
5a75f7db5542994ccc918670,question_only,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier, American Hairless Terrier,,,
5a75f7db5542994ccc918670,reader_off,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier, American Hairless Terrier,,,
5a75f7db5542994ccc918670,full_evidence_text,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier," <answer> The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2",,,
5a75f7db5542994ccc918670,qwen3_4b_qconditioned_native_reader_c,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier, American Hairless Terrier,,,
5a75f7db5542994ccc918670,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier, American Hairless Terrier,,,
5adc53f75542996e6852530a,question_only,Are both Cypress and Ajuga genera?,no, Yes.,,,
5adc53f75542996e6852530a,reader_off,Are both Cypress and Ajuga genera?,no, Yes.,,,
5adc53f75542996e6852530a,full_evidence_text,Are both Cypress and Ajuga genera?,no," <answer> Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga",,,
5adc53f75542996e6852530a,qwen3_4b_qconditioned_native_reader_c,Are both Cypress and Ajuga genera?,no, yes,,,
5adc53f75542996e6852530a,qwen3_4b_qconditioned_hard_shuffled_reader_c,Are both Cypress and Ajuga genera?,no, yes,,,
5ab43b755542991779162c21,question_only,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburg SV.,,,
5ab43b755542991779162c21,reader_off,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburg SV.,,,
5ab43b755542991779162c21,full_evidence_text,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburger SV,,,
5ab43b755542991779162c21,qwen3_4b_qconditioned_native_reader_c,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburg SV,,,
5ab43b755542991779162c21,qwen3_4b_qconditioned_hard_shuffled_reader_c,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Werder Bremen,,,
5a74c85055429916b0164218,question_only,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer>John F. Kennedy</answer>,,,
5a74c85055429916b0164218,reader_off,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer>John F. Kennedy</answer>,,,
5a74c85055429916b0164218,full_evidence_text,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer> Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,,,
5a74c85055429916b0164218,qwen3_4b_qconditioned_native_reader_c,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, Matthew Matthewsson,,,
5a74c85055429916b0164218,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, 1937,,,
5abf44025542993fe9a41def,question_only,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes," <answer> The question is unclear. ""Skill"" is not a measurable attribute for writers, and there is no official ranking of writers based on skill. FINAL",,,
5abf44025542993fe9a41def,reader_off,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes," <answer> The question is unclear. ""Skill"" is not a measurable attribute for writers, and there is no official ranking of writers based on skill. FINAL",,,
5abf44025542993fe9a41def,full_evidence_text,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes," <answer> The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills",,,
5abf44025542993fe9a41def,qwen3_4b_qconditioned_native_reader_c,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes, Ian McEwan,,,
5abf44025542993fe9a41def,qwen3_4b_qconditioned_hard_shuffled_reader_c,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes, Ian McEwan,,,
5a808afb5542992bc0c4a76b,question_only,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, John Dufresne.,,,
5a808afb5542992bc0c4a76b,reader_off,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, John Dufresne.,,,
5a808afb5542992bc0c4a76b,full_evidence_text,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, <answer> Maurice Level</answer>,,,
5a808afb5542992bc0c4a76b,qwen3_4b_qconditioned_native_reader_c,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, Maurice Level,,,
5a808afb5542992bc0c4a76b,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, John Dufresne,,,
5abc25b6554299700f9d77f9,question_only,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies, Third Eye Blind.,,,
5abc25b6554299700f9d77f9,reader_off,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies, Third Eye Blind.,,,
5abc25b6554299700f9d77f9,full_evidence_text,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies," <answer> Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue",,,
5abc25b6554299700f9d77f9,qwen3_4b_qconditioned_native_reader_c,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies, Third Eye Blind,,,
5abc25b6554299700f9d77f9,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies, Third Eye Blind,,,
5ab56f3e5542992aa134a317,question_only,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia.,,,
5ab56f3e5542992aa134a317,reader_off,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia.,,,
5ab56f3e5542992aa134a317,full_evidence_text,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia is found in an environment further south. FINAL: <answer>,,,
5ab56f3e5542992aa134a317,qwen3_4b_qconditioned_native_reader_c,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia,,,
5ab56f3e5542992aa134a317,qwen3_4b_qconditioned_hard_shuffled_reader_c,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Cimicifuga,,,
5a7a014a5542996c55b2dccf,question_only,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, Bayern.,,,
5a7a014a5542996c55b2dccf,reader_off,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, Bayern.,,,
5a7a014a5542996c55b2dccf,full_evidence_text,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, <answer> Bismarck</answer>,,,
